Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1001187,11/22/2010,5/25/2011,17,1,6/20/2011
1001886,6/30/2011,12/31/2011,9,5,NULL
1002094,2/19/2011,8/22/2011,16,3,NULL
1002214,9/28/2010,3/31/2011,3,7,NULL
1002250,7/4/2011,1/4/2012,20,4,NULL
1002547,2/26/2011,8/29/2011,7,5,NULL
1002955,7/26/2011,1/26/2012,17,6,NULL
1003123,7/30/2011,1/30/2012,4,3,NULL
1003164,10/14/2010,4/16/2011,16,2,NULL
1003420,3/22/2011,9/22/2011,12,1,NULL
1003856,5/2/2011,11/2/2011,7,7,NULL
1003877,12/24/2010,6/26/2011,15,2,NULL
1003904,5/27/2011,11/27/2011,16,7,NULL
1004196,8/16/2011,2/16/2012,6,3,NULL
1004311,6/8/2011,12/9/2011,9,3,NULL
1004513,6/12/2011,12/13/2011,13,5,NULL
1004926,6/6/2011,12/7/2011,14,2,NULL
1004993,3/13/2011,9/13/2011,19,7,NULL
1005059,8/21/2011,2/21/2012,19,7,11/22/2011
1005088,7/12/2011,1/12/2012,13,4,10/6/2011
1005571,3/3/2011,9/3/2011,9,2,NULL
1005676,10/11/2010,4/13/2011,11,6,NULL
1005992,5/15/2011,11/15/2011,10,3,NULL
1006008,6/14/2011,12/15/2011,3,2,9/20/2011
1006095,4/29/2011,10/30/2011,2,3,5/5/2011
1006126,12/26/2010,6/28/2011,13,6,NULL
1006541,12/20/2010,6/22/2011,9,7,NULL
1006624,11/22/2010,5/25/2011,15,5,NULL
1006654,3/6/2011,9/6/2011,13,4,NULL
1006729,11/4/2010,5/7/2011,10,5,NULL
1007455,12/18/2010,6/20/2011,20,3,NULL
1007461,7/8/2011,1/8/2012,2,3,NULL
1007612,4/23/2011,10/24/2011,3,7,5/31/2011
1007973,2/15/2011,8/18/2011,14,4,5/11/2011
1008001,11/15/2010,5/18/2011,11,5,NULL
1008259,5/11/2011,11/11/2011,8,5,NULL
1008449,5/20/2011,11/20/2011,11,4,7/23/2011
1009234,7/25/2011,1/25/2012,13,4,NULL
1009288,2/12/2011,8/15/2011,15,5,NULL
1009838,2/11/2011,8/14/2011,12,4,5/23/2011
1010092,9/24/2010,3/27/2011,13,1,NULL
1010115,5/20/2011,11/20/2011,7,3,NULL
1010937,12/18/2010,6/20/2011,4,1,NULL
1011151,1/18/2011,7/21/2011,15,5,NULL
1011295,6/21/2011,12/22/2011,14,4,8/27/2011
1011353,12/11/2010,6/13/2011,8,2,5/4/2011
1011525,3/15/2011,9/15/2011,1,6,NULL
1012131,5/9/2011,11/9/2011,7,1,NULL
1012404,10/18/2010,4/20/2011,1,6,5/11/2011
1012413,5/6/2011,11/6/2011,20,4,NULL
1012458,12/20/2010,6/22/2011,9,4,NULL
1012469,1/7/2011,7/10/2011,20,7,NULL
1012626,10/4/2010,4/6/2011,12,5,NULL
1013631,11/26/2010,5/29/2011,18,4,NULL
1013762,5/27/2011,11/27/2011,17,3,NULL
1013984,9/8/2010,3/11/2011,19,6,NULL
1014217,5/9/2011,11/9/2011,9,1,NULL
1014455,10/27/2010,4/29/2011,1,5,NULL
1015203,11/22/2010,5/25/2011,8,6,NULL
1015567,4/24/2011,10/25/2011,8,6,NULL
1015582,7/20/2011,1/20/2012,5,2,NULL
1015729,1/3/2011,7/6/2011,17,2,5/3/2011
1016103,9/14/2010,3/17/2011,8,7,NULL
1016271,9/10/2010,3/13/2011,11,5,NULL
1016931,3/14/2011,9/14/2011,18,1,NULL
1017165,1/18/2011,7/21/2011,4,4,NULL
1017263,1/21/2011,7/24/2011,8,7,NULL
1017897,12/9/2010,6/11/2011,1,2,NULL
1018013,12/29/2010,7/1/2011,4,2,NULL
1018208,10/27/2010,4/29/2011,6,3,5/29/2011
1018301,3/21/2011,9/21/2011,1,4,NULL
1018385,6/21/2011,12/22/2011,9,2,NULL
1018883,8/12/2011,2/12/2012,7,6,NULL
1018941,10/22/2010,4/24/2011,15,2,NULL
1021620,7/1/2011,1/1/2012,20,6,NULL
1021642,11/22/2010,5/25/2011,5,7,NULL
1022445,12/28/2010,6/30/2011,18,3,NULL
1022523,1/20/2011,7/23/2011,4,1,NULL
1022557,12/13/2010,6/15/2011,16,3,NULL
1022701,12/19/2010,6/21/2011,6,1,NULL
1022704,1/2/2011,7/5/2011,5,4,NULL
1022706,10/17/2010,4/19/2011,15,3,5/11/2011
1022910,11/11/2010,5/14/2011,6,1,NULL
1023880,3/25/2011,9/25/2011,16,2,NULL
1024014,5/31/2011,12/1/2011,12,6,NULL
1024206,6/9/2011,12/10/2011,15,7,NULL
1024535,10/6/2010,4/8/2011,3,4,5/28/2011
1025486,7/1/2011,1/1/2012,4,7,NULL
1025687,10/27/2010,4/29/2011,18,5,NULL
1025943,8/7/2011,2/7/2012,2,1,NULL
1025984,7/24/2011,1/24/2012,5,2,NULL
1026033,1/17/2011,7/20/2011,7,2,NULL
1026069,9/17/2010,3/20/2011,20,1,NULL
1026670,11/15/2010,5/18/2011,20,5,NULL
1026683,12/14/2010,6/16/2011,18,7,NULL
1026774,10/7/2010,4/9/2011,1,2,NULL
1027267,4/15/2011,10/16/2011,19,2,6/4/2011
1027329,12/10/2010,6/12/2011,1,1,NULL
1028161,6/2/2011,12/3/2011,7,5,NULL
1028781,7/5/2011,1/5/2012,5,3,NULL
1028883,6/18/2011,12/19/2011,10,5,NULL
1029364,12/7/2010,6/9/2011,1,2,NULL
1029801,9/10/2010,3/13/2011,19,2,NULL
1029806,1/11/2011,7/14/2011,19,5,NULL
1029863,7/1/2011,1/1/2012,20,5,NULL
1000046,11/5/2010,5/8/2011,10,1,NULL
1000116,1/9/2011,7/12/2011,16,4,NULL
1000195,10/7/2010,4/9/2011,17,3,NULL
1000327,8/5/2011,2/5/2012,6,3,NULL
1000442,2/18/2011,8/21/2011,1,3,NULL
1000478,3/24/2011,9/24/2011,11,4,NULL
1000736,6/1/2011,12/2/2011,12,6,6/10/2011
1000771,10/12/2010,4/14/2011,3,2,NULL
1000897,8/15/2011,2/15/2012,14,2,10/22/2011
1000906,11/23/2010,5/26/2011,14,7,NULL
1001227,7/30/2011,1/30/2012,10,7,NULL
1001259,8/5/2011,2/5/2012,18,5,NULL
1001278,12/3/2010,6/5/2011,3,4,NULL
1001295,5/1/2011,11/1/2011,13,7,5/9/2011
1001329,2/7/2011,8/10/2011,15,3,NULL
1001382,3/26/2011,9/26/2011,11,3,NULL
1001476,6/11/2011,12/12/2011,11,4,NULL
1001486,9/22/2010,3/25/2011,16,3,NULL
1001523,5/20/2011,11/20/2011,6,7,NULL
1001552,8/8/2011,2/8/2012,12,2,NULL
1001763,7/14/2011,1/14/2012,8,4,NULL
1001814,7/21/2011,1/21/2012,17,5,NULL
1001959,6/15/2011,12/16/2011,9,3,6/18/2011
1001997,5/24/2011,11/24/2011,20,5,NULL
1002071,12/21/2010,6/23/2011,11,1,NULL
1002093,12/30/2010,7/2/2011,4,3,NULL
1002275,4/26/2011,10/27/2011,15,5,NULL
1002381,6/26/2011,12/27/2011,6,7,NULL
1002383,6/17/2011,12/18/2011,11,4,NULL
1002387,7/5/2011,1/5/2012,2,7,10/15/2011
1002545,9/24/2010,3/27/2011,19,6,5/22/2011
1002549,7/18/2011,1/18/2012,17,3,NULL
1002578,3/16/2011,9/16/2011,10,3,NULL
1002613,4/17/2011,10/18/2011,9,6,NULL
1002894,9/2/2010,3/5/2011,7,7,4/29/2011
1002941,11/5/2010,5/8/2011,2,1,5/2/2011
1002974,7/1/2011,1/1/2012,16,6,NULL
1003100,6/11/2011,12/12/2011,14,6,NULL
1003135,10/13/2010,4/15/2011,7,7,NULL
1003143,6/13/2011,12/14/2011,5,4,NULL
1003359,4/17/2011,10/18/2011,7,3,NULL
1003392,3/2/2011,9/2/2011,10,6,NULL
1003751,4/1/2011,10/2/2011,12,5,NULL
1003832,8/17/2011,2/17/2012,20,6,NULL
1004314,6/16/2011,12/17/2011,12,5,NULL
1004322,8/16/2011,2/16/2012,13,7,NULL
1004357,6/16/2011,12/17/2011,14,1,6/17/2011
1004476,4/16/2011,10/17/2011,4,6,NULL
1004490,5/11/2011,11/11/2011,14,6,NULL
1004534,2/27/2011,8/30/2011,6,2,NULL
1004596,5/13/2011,11/13/2011,4,3,NULL
1004605,4/26/2011,10/27/2011,12,6,5/23/2011
1004644,10/20/2010,4/22/2011,5,5,6/9/2011
1004772,1/12/2011,7/15/2011,6,2,NULL
1004856,2/1/2011,8/4/2011,10,4,NULL
1004892,8/8/2011,2/8/2012,1,3,11/23/2011
1005007,11/23/2010,5/26/2011,10,4,6/17/2011
1005021,4/2/2011,10/3/2011,17,3,NULL
1005090,4/13/2011,10/14/2011,11,1,6/6/2011
1005132,7/16/2011,1/16/2012,8,6,NULL
1005221,12/29/2010,7/1/2011,7,5,NULL
1005330,1/9/2011,7/12/2011,17,6,NULL
1005443,2/17/2011,8/20/2011,8,6,NULL
1005446,9/30/2010,4/2/2011,4,5,NULL
1005485,9/16/2010,3/19/2011,12,7,NULL
1005569,1/23/2011,7/26/2011,12,1,NULL
1005579,1/27/2011,7/30/2011,18,7,5/16/2011
1005655,2/27/2011,8/30/2011,17,6,NULL
1005782,7/20/2011,1/20/2012,7,6,10/31/2011
1005794,7/25/2011,1/25/2012,4,4,10/13/2011
1005861,7/24/2011,1/24/2012,16,5,NULL
1005886,2/25/2011,8/28/2011,7,2,NULL
1005947,9/23/2010,3/26/2011,17,7,NULL
1005980,5/26/2011,11/26/2011,20,5,NULL
1006024,7/9/2011,1/9/2012,14,6,NULL
1006071,9/12/2010,3/15/2011,2,5,NULL
1006080,2/12/2011,8/15/2011,19,6,NULL
1006154,3/6/2011,9/6/2011,13,4,NULL
1006226,11/16/2010,5/19/2011,16,7,NULL
1006269,12/11/2010,6/13/2011,2,1,6/20/2011
1006270,12/24/2010,6/26/2011,5,4,NULL
1006330,1/13/2011,7/16/2011,13,7,NULL
1006475,5/15/2011,11/15/2011,8,3,NULL
1006520,10/3/2010,4/5/2011,15,3,5/9/2011
1006527,2/10/2011,8/13/2011,20,3,NULL
1006531,4/21/2011,10/22/2011,16,7,NULL
1006686,1/17/2011,7/20/2011,2,1,NULL
1006839,9/23/2010,3/26/2011,18,6,NULL
1006848,2/1/2011,8/4/2011,7,6,NULL
1006880,7/16/2011,1/16/2012,19,6,NULL
1007068,5/4/2011,11/4/2011,11,5,5/14/2011
1007101,9/5/2010,3/8/2011,5,6,NULL
1007226,2/1/2011,8/4/2011,2,3,NULL
1007233,4/3/2011,10/4/2011,19,2,6/13/2011
1007256,6/18/2011,12/19/2011,14,3,NULL
1007371,10/26/2010,4/28/2011,7,3,NULL
1007529,8/3/2011,2/3/2012,17,4,10/18/2011
1007609,5/16/2011,11/16/2011,5,1,NULL
1007695,3/31/2011,10/1/2011,15,2,NULL
1007975,1/23/2011,7/26/2011,17,3,NULL
1008048,9/21/2010,3/24/2011,10,3,5/25/2011
1008177,5/15/2011,11/15/2011,17,2,NULL
1008347,11/7/2010,5/10/2011,9,4,NULL
1008352,12/25/2010,6/27/2011,13,4,NULL
1008359,12/9/2010,6/11/2011,3,7,NULL
1008407,5/15/2011,11/15/2011,16,6,NULL
1008447,2/21/2011,8/24/2011,15,4,NULL
1008527,1/2/2011,7/5/2011,14,2,6/1/2011
1008580,10/18/2010,4/20/2011,9,4,NULL
1008740,5/26/2011,11/26/2011,20,4,8/16/2011
1008750,12/21/2010,6/23/2011,12,5,NULL
1008950,1/5/2011,7/8/2011,20,1,NULL
1009008,8/18/2011,2/18/2012,19,6,NULL
1009040,2/21/2011,8/24/2011,20,1,6/16/2011
1009176,11/26/2010,5/29/2011,17,5,6/23/2011
1009177,4/28/2011,10/29/2011,11,7,NULL
1009197,8/24/2011,2/24/2012,13,4,NULL
1009298,4/14/2011,10/15/2011,13,4,5/14/2011
1009322,1/19/2011,7/22/2011,7,7,NULL
1009332,4/20/2011,10/21/2011,4,4,NULL
1009393,8/23/2011,2/23/2012,20,1,NULL
1009416,7/18/2011,1/18/2012,12,7,NULL
1009506,8/12/2011,2/12/2012,4,7,NULL
1009565,3/22/2011,9/22/2011,8,4,6/20/2011
1009570,11/25/2010,5/28/2011,7,3,NULL
1009597,6/27/2011,12/28/2011,1,5,NULL
1009677,10/4/2010,4/6/2011,8,5,NULL
1009716,8/20/2011,2/20/2012,6,1,NULL
1009808,5/9/2011,11/9/2011,15,4,NULL
1009971,7/25/2011,1/25/2012,7,4,NULL
1010024,1/23/2011,7/26/2011,5,3,5/24/2011
1010073,9/15/2010,3/18/2011,3,3,NULL
1010074,2/15/2011,8/18/2011,3,1,NULL
1010270,10/22/2010,4/24/2011,11,2,NULL
1010323,2/3/2011,8/6/2011,14,5,NULL
1010334,1/2/2011,7/5/2011,9,6,NULL
1010350,12/23/2010,6/25/2011,8,7,NULL
1010436,1/11/2011,7/14/2011,14,1,NULL
1010527,8/7/2011,2/7/2012,2,5,NULL
1010649,3/18/2011,9/18/2011,18,2,NULL
1010691,12/21/2010,6/23/2011,20,6,NULL
1010832,12/2/2010,6/4/2011,9,4,5/4/2011
1011049,3/6/2011,9/6/2011,8,3,NULL
1011060,12/23/2010,6/25/2011,3,7,NULL
1011087,8/23/2011,2/23/2012,18,5,NULL
1011200,12/18/2010,6/20/2011,13,3,NULL
1011232,8/28/2011,2/28/2012,2,3,NULL
1011281,7/29/2011,1/29/2012,12,5,NULL
1011468,11/26/2010,5/29/2011,5,1,NULL
1011539,10/15/2010,4/17/2011,6,4,NULL
1011580,7/23/2011,1/23/2012,16,5,NULL
1011719,9/22/2010,3/25/2011,7,3,NULL
1011761,11/26/2010,5/29/2011,17,2,NULL
1011819,12/11/2010,6/13/2011,12,3,NULL
1011824,4/29/2011,10/30/2011,16,7,NULL
1011890,6/2/2011,12/3/2011,3,3,NULL
1011918,8/9/2011,2/9/2012,9,1,NULL
1011971,11/30/2010,6/2/2011,6,3,NULL
1011994,11/7/2010,5/10/2011,9,5,NULL
1012008,10/24/2010,4/26/2011,14,1,NULL
1012111,12/11/2010,6/13/2011,19,5,NULL
1012466,2/22/2011,8/25/2011,17,5,NULL
1012674,8/8/2011,2/8/2012,9,5,10/7/2011
1012740,12/22/2010,6/24/2011,15,3,NULL
1012759,3/17/2011,9/17/2011,8,3,NULL
1012909,6/18/2011,12/19/2011,2,5,NULL
1013003,11/11/2010,5/14/2011,9,2,NULL
1013025,5/21/2011,11/21/2011,2,5,NULL
1013461,11/15/2010,5/18/2011,19,5,5/20/2011
1013560,8/1/2011,2/1/2012,9,1,NULL
1013580,2/5/2011,8/8/2011,14,6,NULL
1013582,2/26/2011,8/29/2011,4,4,NULL
1013716,1/28/2011,7/31/2011,8,7,6/6/2011
1013759,5/24/2011,11/24/2011,8,1,9/9/2011
1013821,6/3/2011,12/4/2011,15,3,NULL
1014040,11/18/2010,5/21/2011,8,5,5/25/2011
1014042,12/14/2010,6/16/2011,4,5,5/20/2011
1014136,7/11/2011,1/11/2012,9,6,NULL
1014372,12/16/2010,6/18/2011,10,4,5/24/2011
1014469,12/29/2010,7/1/2011,6,1,NULL
1014592,9/8/2010,3/11/2011,4,5,NULL
1014610,1/25/2011,7/28/2011,13,6,NULL
1014668,5/31/2011,12/1/2011,6,3,NULL
1014708,6/2/2011,12/3/2011,2,6,NULL
1014760,6/30/2011,12/31/2011,3,2,NULL
1014792,4/14/2011,10/15/2011,7,7,NULL
1014824,3/3/2011,9/3/2011,9,6,NULL
1014881,8/28/2011,2/28/2012,20,1,NULL
1015031,4/19/2011,10/20/2011,13,6,NULL
1015338,11/22/2010,5/25/2011,1,7,NULL
1015465,2/28/2011,8/31/2011,3,7,NULL
1015538,5/24/2011,11/24/2011,15,7,NULL
1015576,12/26/2010,6/28/2011,7,4,NULL
1015639,10/13/2010,4/15/2011,7,4,6/12/2011
1015657,5/18/2011,11/18/2011,10,2,NULL
1015707,7/22/2011,1/22/2012,18,2,NULL
1015781,10/10/2010,4/12/2011,14,1,NULL
1016061,12/27/2010,6/29/2011,14,2,NULL
1016136,11/24/2010,5/27/2011,16,1,NULL
1016209,10/15/2010,4/17/2011,2,1,4/29/2011
1016536,9/3/2010,3/6/2011,5,1,NULL
1016556,4/28/2011,10/29/2011,14,2,NULL
1016601,11/23/2010,5/26/2011,11,7,NULL
1016677,12/5/2010,6/7/2011,12,1,5/29/2011
1016930,7/4/2011,1/4/2012,5,7,NULL
1016964,2/27/2011,8/30/2011,10,3,NULL
1017229,9/16/2010,3/19/2011,1,3,NULL
1017357,11/4/2010,5/7/2011,10,5,NULL
1017364,4/20/2011,10/21/2011,19,4,NULL
1017445,6/10/2011,12/11/2011,1,2,NULL
1017462,11/13/2010,5/16/2011,1,3,NULL
1017533,4/29/2011,10/30/2011,13,4,NULL
1017563,10/20/2010,4/22/2011,13,6,5/25/2011
1017617,3/15/2011,9/15/2011,10,5,NULL
1017618,10/8/2010,4/10/2011,9,1,NULL
1017788,9/6/2010,3/9/2011,7,5,6/5/2011
1017804,7/5/2011,1/5/2012,2,2,NULL
1017903,1/8/2011,7/11/2011,15,1,NULL
1017906,8/27/2011,2/27/2012,12,7,NULL
1018147,11/18/2010,5/21/2011,16,2,NULL
1018356,4/21/2011,10/22/2011,11,4,5/9/2011
1018433,10/13/2010,4/15/2011,18,2,NULL
1018557,5/27/2011,11/27/2011,4,3,NULL
1018611,11/14/2010,5/17/2011,8,2,NULL
1018620,8/24/2011,2/24/2012,18,1,12/1/2011
1018652,10/7/2010,4/9/2011,1,2,NULL
1018666,7/19/2011,1/19/2012,5,7,NULL
1018701,5/18/2011,11/18/2011,11,5,6/23/2011
1018836,10/6/2010,4/8/2011,6,3,NULL
1018980,11/25/2010,5/28/2011,5,5,5/3/2011
1019089,10/12/2010,4/14/2011,18,3,NULL
1019154,2/7/2011,8/10/2011,4,2,NULL
1019588,5/30/2011,11/30/2011,10,6,NULL
1019707,3/25/2011,9/25/2011,19,2,NULL
1019715,10/6/2010,4/8/2011,17,2,NULL
1019719,7/16/2011,1/16/2012,17,4,NULL
1019721,9/20/2010,3/23/2011,17,1,NULL
1019853,11/15/2010,5/18/2011,16,4,NULL
1019910,8/12/2011,2/12/2012,13,2,11/10/2011
1019937,9/29/2010,4/1/2011,17,5,5/8/2011
1019984,7/25/2011,1/25/2012,15,6,NULL
1019995,10/31/2010,5/3/2011,11,1,6/18/2011
1020077,9/2/2010,3/5/2011,20,5,NULL
1020172,9/29/2010,4/1/2011,19,7,NULL
1020182,9/16/2010,3/19/2011,14,3,NULL
1020342,12/24/2010,6/26/2011,15,4,6/9/2011
1020404,10/14/2010,4/16/2011,4,7,NULL
1020694,10/24/2010,4/26/2011,18,5,NULL
1020814,11/1/2010,5/4/2011,18,6,NULL
1020893,10/24/2010,4/26/2011,10,3,NULL
1021030,11/13/2010,5/16/2011,5,4,NULL
1021153,7/21/2011,1/21/2012,5,1,NULL
1021382,6/7/2011,12/8/2011,6,1,NULL
1021442,10/28/2010,4/30/2011,19,7,5/27/2011
1021482,5/7/2011,11/7/2011,10,3,NULL
1021591,10/27/2010,4/29/2011,7,2,NULL
1021749,10/9/2010,4/11/2011,12,5,NULL
1021861,3/21/2011,9/21/2011,3,5,NULL
1021910,9/2/2010,3/5/2011,18,4,NULL
1022055,1/12/2011,7/15/2011,8,5,NULL
1022133,2/9/2011,8/12/2011,10,6,5/27/2011
1022223,3/18/2011,9/18/2011,1,3,NULL
1022299,5/31/2011,12/1/2011,1,1,NULL
1022341,1/9/2011,7/12/2011,16,7,NULL
1022382,1/27/2011,7/30/2011,4,1,NULL
1022423,3/17/2011,9/17/2011,20,7,NULL
1022507,7/7/2011,1/7/2012,13,2,10/6/2011
1022689,7/24/2011,1/24/2012,20,7,11/18/2011
1022758,10/9/2010,4/11/2011,4,7,NULL
1022821,7/13/2011,1/13/2012,13,4,9/30/2011
1023025,4/18/2011,10/19/2011,2,5,NULL
1023071,6/10/2011,12/11/2011,1,1,NULL
1023218,3/11/2011,9/11/2011,2,3,NULL
1023489,7/6/2011,1/6/2012,15,5,10/30/2011
1023651,4/10/2011,10/11/2011,8,3,NULL
1023789,6/19/2011,12/20/2011,16,2,NULL
1023896,10/1/2010,4/3/2011,17,6,NULL
1023961,11/25/2010,5/28/2011,8,7,NULL
1023979,8/19/2011,2/19/2012,19,3,NULL
1024088,12/10/2010,6/12/2011,17,3,NULL
1024124,5/20/2011,11/20/2011,17,6,NULL
1024137,7/14/2011,1/14/2012,8,6,NULL
1024296,11/6/2010,5/9/2011,3,6,NULL
1024318,4/8/2011,10/9/2011,17,1,NULL
1024346,11/1/2010,5/4/2011,18,1,5/9/2011
1024396,8/2/2011,2/2/2012,12,1,NULL
1024403,9/19/2010,3/22/2011,19,7,NULL
1024516,6/1/2011,12/2/2011,11,5,NULL
1024545,10/1/2010,4/3/2011,2,4,NULL
1024559,6/12/2011,12/13/2011,7,1,6/16/2011
1024626,4/15/2011,10/16/2011,11,2,NULL
1024670,9/23/2010,3/26/2011,18,7,NULL
1024706,9/9/2010,3/12/2011,11,6,NULL
1024751,9/29/2010,4/1/2011,13,6,NULL
1024804,4/13/2011,10/14/2011,17,4,NULL
1025027,5/29/2011,11/29/2011,7,1,NULL
1025030,8/17/2011,2/17/2012,14,6,NULL
1025039,3/27/2011,9/27/2011,6,1,NULL
1025045,5/17/2011,11/17/2011,9,7,NULL
1025106,2/7/2011,8/10/2011,13,7,6/3/2011
1025186,8/17/2011,2/17/2012,7,6,NULL
1025217,7/12/2011,1/12/2012,20,1,9/13/2011
1025229,5/22/2011,11/22/2011,10,1,NULL
1025264,6/3/2011,12/4/2011,14,6,NULL
1025496,10/19/2010,4/21/2011,9,2,NULL
1025524,2/6/2011,8/9/2011,12,7,NULL
1025688,1/12/2011,7/15/2011,20,4,NULL
1025828,4/3/2011,10/4/2011,3,1,NULL
1026007,5/30/2011,11/30/2011,4,2,NULL
1026141,3/27/2011,9/27/2011,13,6,NULL
1026174,2/9/2011,8/12/2011,15,5,5/31/2011
1026181,7/14/2011,1/14/2012,3,6,NULL
1026473,7/5/2011,1/5/2012,8,6,NULL
1026715,7/10/2011,1/10/2012,3,7,9/8/2011
1026828,2/21/2011,8/24/2011,7,1,NULL
1026900,11/26/2010,5/29/2011,3,7,NULL
1026974,7/28/2011,1/28/2012,10,2,NULL
1027042,4/16/2011,10/17/2011,14,4,NULL
1027085,9/5/2010,3/8/2011,8,1,NULL
1027154,8/25/2011,2/25/2012,20,1,11/30/2011
1027173,10/20/2010,4/22/2011,3,6,NULL
1027198,4/7/2011,10/8/2011,7,3,NULL
1027244,5/16/2011,11/16/2011,15,6,NULL
1027307,5/12/2011,11/12/2011,4,6,NULL
1027314,6/29/2011,12/30/2011,16,6,NULL
1027331,7/5/2011,1/5/2012,8,3,NULL
1027335,3/22/2011,9/22/2011,18,4,NULL
1027364,11/20/2010,5/23/2011,16,5,NULL
1027383,11/22/2010,5/25/2011,9,3,5/27/2011
1027507,6/9/2011,12/10/2011,14,5,NULL
1027641,11/14/2010,5/17/2011,9,4,NULL
1027763,9/8/2010,3/11/2011,14,5,NULL
1027843,10/14/2010,4/16/2011,7,3,5/2/2011
1027932,11/9/2010,5/12/2011,9,3,NULL
1027949,10/23/2010,4/25/2011,1,7,NULL
1028022,3/19/2011,9/19/2011,1,4,NULL
1028228,4/2/2011,10/3/2011,8,6,NULL
1028233,3/6/2011,9/6/2011,11,7,NULL
1028240,12/4/2010,6/6/2011,2,5,NULL
1028315,1/6/2011,7/9/2011,18,7,NULL
1028468,1/16/2011,7/19/2011,11,6,NULL
1028485,1/17/2011,7/20/2011,5,7,NULL
1028528,2/26/2011,8/29/2011,20,4,NULL
1028556,10/20/2010,4/22/2011,2,4,NULL
1028569,2/26/2011,8/29/2011,8,1,NULL
1028649,12/15/2010,6/17/2011,11,4,5/2/2011
1028721,5/9/2011,11/9/2011,20,7,NULL
1028736,11/3/2010,5/6/2011,9,1,NULL
1028797,4/26/2011,10/27/2011,3,6,NULL
1028964,12/4/2010,6/6/2011,14,6,NULL
1029027,12/7/2010,6/9/2011,15,7,NULL
1029033,11/29/2010,6/1/2011,12,2,NULL
1029106,10/2/2010,4/4/2011,9,5,6/17/2011
1029116,3/4/2011,9/4/2011,1,4,NULL
1029172,7/29/2011,1/29/2012,15,4,NULL
1029315,1/11/2011,7/14/2011,16,7,NULL
1029339,2/12/2011,8/15/2011,12,1,NULL
1029376,4/20/2011,10/21/2011,19,5,NULL
1029598,12/10/2010,6/12/2011,17,5,5/17/2011
1029774,6/30/2011,12/31/2011,14,7,NULL
1029940,5/1/2011,11/1/2011,11,4,NULL
1029971,7/9/2011,1/9/2012,8,3,NULL
1002414,12/21/2010,6/20/2011,13,1,4/14/2011
1005982,9/12/2010,3/12/2011,5,6,NULL
1006724,2/22/2011,8/22/2011,19,1,NULL
1010050,8/28/2010,2/25/2011,4,3,NULL
1014720,8/26/2010,2/23/2011,1,6,NULL
1017069,9/10/2010,3/10/2011,20,5,NULL
1017099,9/6/2010,3/6/2011,12,1,5/14/2011
1017307,1/5/2011,7/5/2011,15,3,NULL
1017769,2/4/2011,8/4/2011,12,7,NULL
1023410,2/22/2011,8/22/2011,9,3,5/13/2011
1001031,3/12/2011,9/9/2011,18,5,NULL
1001352,9/30/2010,3/30/2011,17,3,NULL
1001590,6/10/2011,12/8/2011,10,7,NULL
1001815,9/30/2010,3/30/2011,6,5,NULL
1001861,7/19/2011,1/16/2012,1,4,NULL
1002175,6/5/2011,12/3/2011,3,3,10/1/2011
1002206,6/11/2011,12/9/2011,18,2,NULL
1005778,4/28/2011,10/26/2011,6,1,NULL
1006218,6/2/2011,11/30/2011,5,1,NULL
1006561,1/20/2011,7/20/2011,19,1,NULL
1006565,7/20/2011,1/17/2012,18,3,NULL
1006916,2/2/2011,8/2/2011,16,6,NULL
1007619,3/5/2011,9/2/2011,18,7,NULL
1007683,8/7/2010,2/4/2011,16,4,5/17/2011
1007901,3/3/2011,8/31/2011,7,1,NULL
1008322,8/16/2010,2/13/2011,1,2,NULL
1008613,7/24/2011,1/21/2012,20,2,NULL
1008769,6/14/2011,12/12/2011,14,3,NULL
1008824,10/10/2010,4/9/2011,1,1,NULL
1009331,3/12/2011,9/9/2011,13,3,NULL
1009596,8/27/2010,2/24/2011,12,5,NULL
1010159,2/24/2011,8/24/2011,10,5,NULL
1010417,10/24/2010,4/23/2011,3,4,NULL
1011208,11/1/2010,5/1/2011,18,5,NULL
1011557,3/14/2011,9/11/2011,17,1,NULL
1012034,11/10/2010,5/10/2011,20,6,NULL
1012040,12/16/2010,6/15/2011,5,2,NULL
1012082,8/7/2010,2/4/2011,13,4,NULL
1012219,6/10/2011,12/8/2011,9,7,NULL
1012684,3/1/2011,8/29/2011,5,7,NULL
1013286,4/29/2011,10/27/2011,3,3,5/22/2011
1013599,8/22/2010,2/19/2011,5,2,NULL
1013699,4/21/2011,10/19/2011,2,5,NULL
1014081,5/26/2011,11/23/2011,10,6,NULL
1014165,9/22/2010,3/22/2011,14,4,4/11/2011
1014525,4/20/2011,10/18/2011,20,7,NULL
1016509,1/30/2011,7/30/2011,1,3,NULL
1016520,12/25/2010,6/24/2011,3,4,NULL
1016698,2/14/2011,8/14/2011,12,5,NULL
1017661,7/3/2011,12/31/2011,13,7,NULL
1017719,2/11/2011,8/11/2011,15,2,NULL
1017835,8/18/2010,2/15/2011,8,1,4/1/2011
1018017,11/2/2010,5/2/2011,10,7,5/14/2011
1018299,8/16/2010,2/13/2011,20,1,NULL
1019109,7/25/2011,1/22/2012,8,6,NULL
1019806,2/17/2011,8/17/2011,12,3,NULL
1020223,9/27/2010,3/27/2011,15,5,4/5/2011
1020256,9/20/2010,3/20/2011,13,4,NULL
