Claim ID,Policy ID,Claimant Id,Vehicle ID,Claim Amount,Claim Description
960,1020128,23128,5,1920,Bodily Injury Claims
847,1008113,11113,1,1760,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1233,1002770,5770,24,1760,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
128,1016895,19895,33,1750,Bodily Injury Claims
1269,1016895,19895,33,1750,Bodily Injury Claims
1137,1004037,7037,43,1740,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
369,1025980,28980,14,1710,Bodily Injury Claims
472,1020477,23477,14,1710,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1069,1015845,18845,41,1710,Third Party Car Insurance Claims
108,1018841,21841,7,1700,Third Party Car Insurance Claims
141,1019849,22849,11,1700,Third Party Car Insurance Claims
640,1023555,26555,8,1700,Third Party Car Insurance Claims
536,1022890,25890,10,1870,Third Party Car Insurance Claims
1072,1011861,14861,2,1690,Bodily Injury Claims
45,1028587,31587,39,1680,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
371,1029330,2216388,59,43320,Loss of Value to Vehicle
1275,1013514,16514,2,1820,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
726,1014281,17281,30,1680,Third Party Car Insurance Claims
937,1012848,15848,30,1680,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1006,1008996,2220789,39,1680,Third Party Car Insurance Claims
1235,1025417,28417,19,1680,Third Party Car Insurance Claims
644,1012077,15077,17,1680,Bodily Injury Claims
231,1010385,2220841,35,1620,Third Party Car Insurance Claims
597,1011211,14211,6,1600,Bodily Injury Claims
1280,1012574,15574,35,1620,Third Party Car Insurance Claims
385,1022060,25060,6,1600,Third Party Car Insurance Claims
590,1028780,31780,6,1600,Bodily Injury Claims
206,1029863,32863,31,1440,Third Party Car Insurance Claims
818,1018617,21617,6,1600,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1158,1015945,2217349,64,7560,Reimbursement for Property Repairs
1260,1014141,17141,15,1600,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1268,1025209,28209,5,1600,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1330,1014141,17141,15,1600,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
735,1015546,18546,34,1596,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
866,1011134,14134,25,1540,Third Party Car Insurance Claims
461,1001086,4086,8,1530,Third Party Car Insurance Claims
675,1027331,30331,9,1530,Third Party Car Insurance Claims
788,1022797,25797,13,1520,Bodily Injury Claims
879,1018300,21300,14,1520,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
269,1000188,134341,3,1500,Third Party Car Insurance Claims
1141,1003640,6640,33,1500,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1151,1013739,16739,3,1500,Bodily Injury Claims
92,1008084,11084,17,1470,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
714,1020328,23328,17,1470,Bodily Injury Claims
874,1002211,5211,17,1470,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
508,1016552,2217695,63,20800,Injury by Uninsured or Underinsured Defendant
1033,1016694,2217867,58,3850,Bodily Injury Claims
849,1023142,26142,12,1440,Bodily Injury Claims
105,1026352,29352,29,1380,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1297,1023712,2218650,26,3450,Bodily Injury Claims
334,1014908,17908,26,1380,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
391,1027417,30417,29,1380,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
534,1029442,32442,29,1380,Third Party Car Insurance Claims
463,1004625,7625,9,1360,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
16,1026071,29071,3,1350,Bodily Injury Claims
1104,1000516,3516,13,1330,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
203,1015729,18729,22,1320,Third Party Car Insurance Claims
208,1009795,12795,24,1320,Bodily Injury Claims
638,1018464,21464,22,1320,Third Party Car Insurance Claims
65,1023712,2218650,26,2070,Bodily Injury Claims
989,1011737,14737,24,1320,Bodily Injury Claims
791,1021644,24644,4,1280,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
450,1014141,17141,15,1200,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
368,1017917,2219162,10,1190,Third Party Car Insurance Claims
658,1013746,2218944,8,1190,Bodily Injury Claims
561,1013514,16514,2,1040,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1132,1020817,23817,14,1140,Bodily Injury Claims
140,1000685,3685,1,1100,Third Party Car Insurance Claims
1143,1022026,48928,1,1100,Bodily Injury Claims
901,1009866,2219190,71,6900,Third Party Car Insurance Claims
286,1010105,13105,9,1020,Bodily Injury Claims
548,1026807,29807,7,1020,Third Party Car Insurance Claims
774,1009296,12296,9,1020,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
550,1004555,2219862,9,1190,Third Party Car Insurance Claims
913,1011420,14420,8,1020,Third Party Car Insurance Claims
62,1006328,9328,1,990,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
974,1002038,5038,1,990,Third Party Car Insurance Claims
551,1006103,9103,3,900,Third Party Car Insurance Claims
75,1020036,2220291,36,7000,Property Damage Claims
1299,1022026,48928,1,880,Bodily Injury Claims
691,1017759,2220555,67,6880,Injury by Uninsured or Underinsured Defendant
765,1015692,2218186,1,660,Bodily Injury Claims
